review,terms
yes they do seem to offer less for a higher cost,cost
when you look at the specs on apple products in comparison to a dell or a hp,
then i proceed to tell her that i checked out other retail stores that carry the netbook and it be not like that,
then they have me jump through many hoops and questions to see if they could find another way to invalidate me,
the only downfall be the volume control,volume control
there be something wrong with the product and lg did not take up the responsibility,
clearly,
very fast boot up and shut down,"boot up,shut down"
including streaming the everyday video you be bound to encounter checking mail and websites my biggest complaint previously ,
this little netbook did everything i asked of it,
right out of the box,
i be very happy with this laptop,
this laptop be durable and it be easy to travel with,
i finally decided on this laptop because it be the right price for what i need it,price
what a mistake,
or buy a usb wireless card,usb wireless card
if internet connectivity be important i would recommend going with a dell net book for 50 bucks more,internet connectivity
i have read online that some users be having sound problems,sound
a toshiba,
and worked like a charm for many years,
cost only 400,cost
my last computer,
it discharges too quickly,discharges
the compatibility issues and the other little quirks make me think i ll buy a pc next time,compatibility
but to be honest,
but this must make it to graduation and beyond,
three years be a decent life,
i work on a pc at home and have used pc all through college,
toshiba will not acknowledge this problem,
then it ceased charging at all,charging
an absolutely hateful machine that no one should get of their own free will,
due to the nature of the design of the macbook as it be one very large heat sink,"design,heat sink"
however i would highly suggest purchasing a stand however,stand
