review,terms
so you can see the fingerprints easily,"O,O,O,O,O,O,O"
it super shiny,"O,O,O"
not due to user carelessness and most importantly,"O,O,O,O,O,O,O,O"
they cannot guarantee the problem will be solved if it be sent for service and i have to accept the outcome,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
it not a wear-and-tear issue,"O,O,O,O,O"
so i be thrilled with that,"O,O,O,O,O,O"
the battery life have not decreased since i bought it,"BB,B,I,EI,O,O,O,O,O,O"
its a dog plain and simple,"O,O,O,O,O,O"
even though they did not offer any technical support,"O,O,O,O,O,O,BB,B,I"
they would not do anything and even tried to charge me 35 for the phone call,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
when i called toshiba,"O,O,O,O"
my hp be very heavy,"O,O,O,O,O"
i bought this notebook and only have it for 3 months if it be overload with updates the boot mgr,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I"
oh and if thats not bad enough it does not come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost be 25 for two cds,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the price and features more than met my needs,"BB,B,EB,B,EB,O,O,O,O"
they refuse,"O,O"
big mistake,"O,O"
best buy be great as always and accepted the return and gave me another model 1764,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and dell and best buy both refused to take it back after i only have it for 1 hour,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
my friends or children use that when they need to borrow the net = when i out grow this meaning when its old and my oldest child be ready for one she will get this one and i will be buying only toshiba,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i have been dell fan for more than fifteen years,"O,O,O,O,O,O,O,O,O,O"
first of all,"O,O,O"
great investment,"O,O"
i be just amazed,"O,O,O,O"
after lifting it from my desk,"O,O,O,O,O,O"
and for less than 5 second putting it on my lap to clean my coffee table,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
so i can place it there,"O,O,O,O,O,O"
i burned my leg,"O,O,O,O"
i thought all my problems would finally be solved being that my old computer would not go onto our wireless network and i would not have the same problems because it be updated,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
skype be just so dang cool with this machine too,"B,EB,O,O,O,O,O,O,O,O"
i would buy this lap top over and over again,"O,O,O,O,O,O,O,O,O,O"
the mouse buttons be hard to push,"BB,B,I,EI,O,O,O"
and not fight with it like my tired old pc laptop,"O,O,O,O,O,O,O,O,O,O,O"
i can actually get work done with this mac,"O,O,O,O,O,O,O,O,O"
and there be only one set on the main hard drive,"O,O,O,O,O,O,O,O,BB,B,I"
hdd secures inside using rails,"B,EB,O,BB,B"
also,O
this be a good laptop to sit on a desk,"O,O,O,O,O,O,O,O,O,O"
if you be not wanting to be mobile,"O,O,O,O,O,O,O,O"
i also travel with it and it never gives me any problems,"O,O,O,O,O,O,O,O,O,O,O,O"
just do not waste your time and money on this,"O,O,O,O,O,O,O,O,O,O"
all i will say now be that it be over two grand less expensive and so much better quality than my hunk of crap vaio,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
beware,O
their staff could send you back making you feel that only they know what a computer is,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
for a product which did not last me at least three years ,"O,O,O,O,O,O,O,O,O,O,O,O"
and i be still paying the bloody financing,"O,O,O,O,O,O,O,O"
games being the main issue,"B,EB,O,O,O"
no disappointments,"O,O"
no lock ups,"O,O,O"
no problems,"O,O"
there be certain quirks that can drive you crazy trying to deal with the pc world,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
while the computer seems to be set up in a common sense way rather than in geek-speak,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and not going back to pcs for home use,"O,O,O,O,O,O,O,O,O"
i be definitely sold,"O,O,O,O"
but i can still feel the heat through the foam and plastic,"O,O,O,O,O,O,O,O,O,O,O,O"
i have a lapdesk which i can use,"O,O,O,O,O,O,O,O"
and its really cheap and you wont regret buying it,"O,O,O,O,O,O,O,O,O,O"
it be over rated,"O,O,O,O"
i dont understand how anyone can think this be a great product worth purchasing,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
my sister have the same mac as me and she be in a band and uses garageband to record and edit,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O"
i be not really sure i wanted to spend that kind of money,"O,O,O,O,O,O,O,O,O,O,O,O,O"
do not purchase this product,"O,O,O,O,O"
other thoughts ,"O,O"
they say that this will invalidate the warranty on the hard drive i do not really understand why but anyway ,"O,O,O,O,O,O,BB,B,EB,BB,B,I,EI,O,O,O,O,O,O,O"
d really the mac book pro be the best laptop specially for students in college if you be not caring about price,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
and looks very sexyy ,"O,O,O,O"
i took the computer back in yet again except this time they kept it to send into their geek squad headquarters,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this be a great laptop and i would recommend it to anyone,"O,O,O,O,O,O,O,O,O,O,O,O"
i have been using laptops since the mid 90s and probably the majority of brands out there,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
thank god for ctrl z bottom line,"O,O,O,O,O,O,O"
they definitely have a superior product,"O,O,O,O,O,O"
a great computer for light home use and business use,"O,O,O,O,BB,B,I,EI,B,I"
bought it to use mostly for oline classes,"O,O,O,O,O,O,O,O"
it always turned off when updates be needed and installed,"O,O,O,O,BB,B,EB,O,O,O"
even with virus protection,"O,BB,B,I"
hope you have your own copies,"O,O,O,O,O,O"
also consider the ms office apps be all trial versions,"O,O,BB,B,I,I,EI,O,O,O"
but very dangerous when it comes to emitting heat,"O,O,O,O,O,O,O,O,O"
they be wonderful,"O,O,O"
this computer be awful,"O,O,O,O"
i would but it as a gift for someone,"O,O,O,O,O,O,O,O,O"
if i have enough money,"O,O,O,O,O"
heck,O
i like playing online games,"O,O,O,BB,B"
so it be wonderful that there be a feature where i can dualboot windows,"O,O,O,O,O,O,O,BB,B,EB,O,O,BB,B"
even so,"O,O"
the battery life be amazingly long at 7hrs and 5hrs if you use it,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O"
my previous purchases be with dell and hp,"O,O,O,O,O,O,O,O"
i have not have any problems,"O,O,O,O,O,O"
i purchased an hp right after my high school graduation,"O,O,O,O,O,O,O,O,O,O"
me and my boyfriend bought the gateway nv78 in nov of 09,"O,O,O,O,O,O,O,O,O,O,O,O"
it be very user friendly and not hard to figure out at all,"O,O,O,O,O,O,O,O,O,O,O,O,O"
excellent transition from pc,"O,O,O,O"
long battery life,"BB,B,I"
lightweight,O
the price be another driving influence that made me purchase this laptop,"BB,B,EB,O,O,O,O,O,O,O,O,O"
the nortons virus scan be only for a very short time unlike others that usually be good for a year,"BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it be stamped and not in pieces therefore it be a stronger more resilient frame,"O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
i be first time mac buyer and be amazed at features and ease of use the mac offers,"O,O,O,O,O,O,O,O,O,BB,B,EB,O,BB,B,EB,O,O"
owning a 17 inmac book gives the flexibility to sit anywhere you want without worry about bother anyone,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
two,O
sent unit back and it been two months,"O,O,O,O,O,O,O,O"
good,O
came fully loaded ,"O,BB,B"
what about us vista users they should get all the bugs out of vista before investing in a new system,"O,O,BB,B,EB,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
i noticed windows have a new system called windows 7,"O,BB,B,EB,O,O,O,BB,B,I"
but be told it would cost an extra 159,"O,O,O,O,O,O,O,O,O"
so we went with vista,"O,O,O,BB,B"
we wanted windows xp,"O,BB,B,I"
when we bought our new hp comouter in dec of 2008,"O,O,O,O,O,O,O,O,O,O,O"
i definatly cannot ,"O,O,O"
deleted or corrupted,"O,O,O"
files as well would become lost,"O,O,O,O,O,O"
it be meant to be portable,"O,O,O,O,O,O"
my laptop worked again for just a while before i started having issues again,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this be perfect for her field,"O,O,O,O,O,O"
taking it back less than 24 hours of purchase,"O,O,O,O,O,O,O,O,O"
that the downside for me,"O,O,O,O,O"
be the key broad be a little dark to see the letters,"O,BB,B,I,EI,O,O,O,O,O,O,O"
would help if it be a little lighter then it is,"O,O,O,O,O,O,O,O,O,O,O"
the only thing that i have,"O,O,O,O,O,O"
hopefully amazon will take this back,"O,O,O,O,O,O"
they ended up keeping my computer for almost 3 months,"O,O,O,O,O,O,O,O,O,O"
i be still within the one year warranty but the repair depot have deemed that this time it be caused by physical abuse and be not covered,"O,O,O,O,O,O,BB,B,EB,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but i needed a laptop for school use,"O,O,O,O,O,BB,B,I"
he cannot stand it,"O,O,O,O"
the computer be delivered as promised,"O,O,O,O,O,O"
this be the complete opposite to an ergonomic design,"O,O,O,O,O,O,O,BB,B"
i would like at least a 4 hr battery life,"O,O,O,O,O,O,O,BB,B,I"
the only thing that i do not like about my mac be that sometimes there be programs that i want to be able to run and i be not able to,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O"
many people be having the same problem,"O,O,O,O,O,O,O"
looking online,"O,O"
like some others have meantioned,"O,O,O,O,O"
wireless have not been a issue for me,"B,EB,O,O,O,O,O,O"
this be my second mac book pro,"O,O,O,O,O,O,O"
as well as the many background programs that run without the user knowlede,"O,O,O,O,O,BB,B,EB,O,O,O,O,O"
macbook notebooks quickly die out because of their short battery life,"O,O,O,O,O,O,O,O,BB,B,I"
and easier,"O,O"
quicker,O
all the things you can do with the trackpad make navigating around the computer and its programs so much simpler,"O,O,O,O,O,O,O,BB,B,EB,B,EB,O,O,O,BB,B,EB,O,O"
i guess the only good thing that came out of these be the speakers and the subwoofer,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,BB,B"
for video and photography,"O,O,O,O"
theres a built in camera with special effects,"O,BB,B,I,I,EI,O,O"
all for such a great price,"O,O,O,O,BB,B"
i went right out and purchased another laptop,"O,O,O,O,O,O,O,O"
but just an extension of my laptop warranty for another year,"O,O,O,O,O,O,BB,B,EB,O,O"
i did not ask for a new laptop or a refund of what i pay for a crapy laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
long story short,"O,O,O"
since i experience so many problems with my laptop every since i bought it from day one,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
they finally gave in,"O,O,O,O"
they made a big deal of out that and after so many calls and complaints about their products and services,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i be able to play 720p and 1080p media files just fine with it,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and so the move just made more sense,"O,O,O,O,O,O,O,O"
i already own an iphone,"O,O,O,O,O"
so think about factoring those things in when you purchase,"O,O,O,O,O,O,O,O,O,O"
took the netbook on a vacation trip and i be able to do whatever i wanted to do without lugging a much heavier laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
everything be up and running within 15 minutes of unboxing,"O,O,O,O,O,O,O,O,O,O"
before shutting down,"O,O,O"
this computer gets very hot,"O,O,O,O,O"
another thing be that after only a month the left mouse key broke and it costed 175 to send it in to fix it,"O,O,O,O,O,O,O,O,BB,B,I,I,EI,O,BB,B,EB,O,O,O,O,O,O,O"
went silently,"O,O"
satisfy what i paid for it,"O,O,O,O,O,O"
it be trash,"O,O,O"
it have good speed and plenty of hard drive space,"O,O,BB,B,EB,O,BB,B,I,I"
clear picture on it and everything,"BB,B,EB,O,O,O"
for the money spent it a great deal,"O,O,O,O,O,O,O,O"
overall though,"O,O"
so you do not get frustrated the first few weeks,"O,O,O,O,O,O,O,O,O,O"
and that products with extended warranties be taken care of through third parties and not sony itself anymore,"O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O"
they said that my computer be covered on an extended warranty,"O,O,O,O,O,O,O,O,BB,B,I"
it so useable and responsive,"O,O,O,O,O"
it be truly a desktop replacement,"O,O,O,O,O,O"
i only used it to browse the internet and and i dont know how many times it have spontaniously shut down and it be just a blank screen now,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
well worth it,"O,O,O"
a little pricey but it be well,"O,O,O,O,O,O,O"
very long-life battery up to 10-11 hours depending on how you configure power level settings ,"O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O"
battery life be good,"B,I,EI,O"
screen be awesome,"B,EB,O"
one of the better looking notebooks i have seen,"O,O,O,O,O,O,O,O,O"
the black model also have a very nice seamless appearance ,"O,O,O,O,O,O,O,O,BB,B"
in my opinion it be not as user friendly as i expected either,"O,O,O,O,O,O,O,O,O,O,O,O,O"
the technical service for dell be so 3rd world it might as well not even bother,"BB,B,I,I,I,EI,O,O,O,O,O,O,O,O,O,O"
the graphics be awful and the warranty be not even worth the cheap payment on the computer,"BB,B,EB,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
and if u did,"O,O,O,O"
and it really be a great computer,"O,O,O,O,O,O,O"
i have have the macbook pro 15 for about three weeks,"O,O,O,O,O,O,O,O,O,O,O"
but their be a malfunction in the battery itself,"O,O,O,O,O,O,BB,B,EB"
it did not die,"O,O,O,O"
they gave me a hard time yet again,"O,O,O,O,O,O,O,O"
it be definelty a smart move,"O,O,O,O,O,O"
i be excited to learn more about what this powerful machine have to offer and encourage others to do the same,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
apparently they be defective since they be not securely attached,"O,O,O,O,O,O,O,O,O,O"
but other then that i would give this product a 4 in hafe stars,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
sure hope best buy will replace it asap,"O,O,O,O,O,O,O,O"
i babyed the heck out of it and i still do,"O,O,O,O,O,O,O,O,O,O,O"
handles all my basic media needs easily,"O,O,O,O,O,O,O"
just what the doctor ordered,"O,O,O,O,O"
i bought the white one from best buy,"O,O,O,O,O,O,O,O"
just buy the case and be happy,"O,O,BB,B,EB,O,O"
plus it looks nice,"O,O,O,O"
if you do not feel comfortable doing it yourself,"O,O,O,O,O,O,O,O,O"
the reaction of toshiba be there be nothing you can do about it so just sit back and except the fact that you be powerless and it be mind over matter,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and the experience in mac,"O,O,O,O,O"
applications,B
but you cannot find the look,"O,O,O,O,BB,B"
easy,O
you can find many laptops with the same performance and even better with lower price,"O,O,O,O,O,O,O,BB,B,EB,O,O,O,BB,B"
excellent speed for processing data,"BB,B,EB,O,O"
and with hp as a whole,"O,O,O,O,O,O"
i be incredibly dissatisfied with this laptop,"O,O,O,O,O,O,O"
all in all,"O,O,O"
i be not happy at all with the product i purchased,"O,O,O,O,O,O,O,O,O,O,O"
when you call tech support you be routed to someone who be in another country and did not know what they be doing,"O,EI,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and it be definitely amazing for gaming,"O,O,O,O,O,BB,B"
my parents business expenses,"O,O,O,O"
scheduling,O
it have come into good use for my finances,"O,O,O,O,BB,B,EB,O,O"
i be taught to use photoshop and be amazed,"O,O,O,O,BB,B,EB,O,O"
it a mac,"O,O,O"
it be weird,"O,O,O"
i can hardly wait to see whats around the next corner,"O,O,O,O,O,O,O,O,O,O,O"
the apple pro notebook will not let you down,"O,O,O,O,O,O,O,O,O"
its awesome,"O,O"
i did a review on it,"O,O,O,O,O,O"
before we got this laptop,"O,O,O,O,O"
have a compaq pasaro for 5 years with no problems,"O,O,O,O,O,O,O,O,O,O"
i tried out another mac for a few months before buying this one and it be a great machine,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
somehow the system clock got messed up after reboot,"O,BB,B,I,EI,O,O,O,O"
the computer be kinda slow,"O,O,O,O,O"
the only problem be that i have to add 1 gb ram,"O,O,O,O,O,O,O,O,O,O,BB,B"
with the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the computer could have been shipped by priority mail through the usps for the same cost and arrived by noon on tue,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i visited the apple store and be impressed with the 17-inch macbook pro,"O,O,O,O,O,O,O,O,O,O,O,O,O"
very frustrating,"O,O"
the driver updates do not fix the issue,"BB,B,I,EI,O,O,O,O"
i will never go back to windows,"O,O,O,O,O,BB,B"
do your research on this issue,"O,O,O,O,O,O"
i decided to purchase the mbp 15in intel core i5 after reading consumer reviews as well as professional reviews of this laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
looking to take my video and photo editing to the next level,"O,O,O,O,O,O,O,O,O,O,O,O"
it doesnt work worth a damn,"O,BB,B,EB,O,O"
it really rocked,"O,O,O"
hp pavilion dv9000 notebook pc when i first got this computer,"O,O,O,O,O,O,O,O,O,O,O"
it works really well,"BB,B,EB,O"
it have happened again and i be being told that it 175,"O,O,O,O,O,O,O,O,O,O,O,O"
and a bid hd,"O,O,BB,B"
better graphics card,"BB,B,I"
bigger hd,"BB,B"
lord have mercy,"O,O,O"
the built in camera be very useful when chatting with other techs in remote buildings on our campus,"BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O"
no big deal,"O,O,O"
700 w o a dvd burner ,"O,O,O,BB,B,I"
mine came at 1,"O,O,O,O"
the dvd burner broke after burning 3 dvd would during that time,"BB,B,I,EI,O,O,BB,B,EB,O,O,O"
it works fine with our wireless and they have have not problems,"BB,B,EB,O,O,O,O,O,O,O,O,O"
but you must get the 15 inch,"O,O,O,O,BB,B,I"
i will be returning it and switching brands when i get to best buy,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
product support very poor as each phone call costs me long distan,"B,I,EI,O,O,O,O,O,O,O,O,O"
great computer,"O,O"
my daughter loves,"O,O,O"
the screen be perfect,"BB,B,EB,O"
overall the computer be very easy to use,"O,O,O,O,O,O,BB,B"
the casing of the power cord fried and shocked my husband when he pulled it out of the socket,"BB,B,I,I,I,I,EI,O,O,O,O,O,O,O,O,O,I,I,EI"
it does not keep internet signals no matter where you bring it,"O,O,O,BB,B,I,EI,O,O,O,O,O"
